CdStationMesureEauxSurface;LbStationMesureEauxSurface;DurStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;CdProjStationMesureEauxSurface;LibelleProjection;CodeCommune;LbCommune;CodeDepartement;LbDepartement;CodeRegion;LbRegion;CdMasseDEau;CdEuMasseDEau;NomMasseDEau;CdEuSsBassinDCEAdmin;NomSsBassinDCEAdmin;CdBassinDCE;CdEuBassinDCE;NomEuBassinDCE;CdTronconHydrographique;CdCoursdEau;NomCoursdEau;CodeTypEthStationMesureEauxSurface;LibelleTypEthStationMesureEauxSurface;ComStationMesureEauxSurface;DateCreationStationMesureEauxSurface;DateArretActiviteStationMesureEauxSurface;DateMAJInfosStationMesureEauxSurface;FinaliteStationMesureEauxSurface;LocPreciseStationMesureEauxSurface;CodeNatureStationMesureEauxSurface;LibelleNatureStationMesureEauxSurface;AltitudePointCaracteritisque;PkPointTronconEntiteHydroPrincipale;PremierMoisAnneeEtiage;SuperficieBassinVersantReel;SuperficieBassinVersantTopo
04065800;YEVRE à OSMOY;;663964.9;6663970;26;RGF93 / Lambert 93;18174;Osmoy;18;Cher;24;Centre-Val de Loire;GR0315B;;;;;;;;K5550230;K5--0230;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2010-01-21;Non renseigné;PONT D 46;M;Station de mesure Manuelle;0;949087;;;
04456007;L'AURON A PARNAY;;668291.1;6639482;26;RGF93 / Lambert 93;18177;Parnay;18;Cher;24;Centre-Val de Loire;GR0331A;;;;;;;;K5630300;K56-0300;;2;Station qualité située sur un cours d'eau;;1900-01-01;;2016-05-11;Evaluation;MOULIN DE LA FORGE;M;Station de mesure Manuelle;0;960774.723;;;
03052094;LE MILLERON A CHATILLON-COLIGNY 1;;689661.77;6745874.76;26;RGF93 / Lambert 93;45085;Châtillon-Coligny;45;Loiret;24;Centre-Val de Loire;HR74A-F4107000;;;;;;;;F4107000;F4107000;;2;Station qualité située sur un cours d'eau;;2011-08-19;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052105;LE RUISSEAU LE TALOT A STE GENEVIEVE DES BOIS;;686270.96;6747264.83;26;RGF93 / Lambert 93;45278;Sainte-Geneviève-des-Bois;45;Loiret;24;Centre-Val de Loire;HR74A-F4108000;;;;;;;;F4108000;F4108000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052134;LE LOING A MONTBOUY 1;;686666;6751181;26;RGF93 / Lambert 93;45210;Montbouy;45;Loiret;24;Centre-Val de Loire;HR74A;;;;;;;;F4100200;F4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2021-12-20;;PONT RD 93;0;Nature de la station inconnue;0;;;;
03052145;LE RU DE DORLOT A ST MAURICE SUR AVEYRON;;697913;6751070.41;26;RGF93 / Lambert 93;45292;Saint-Maurice-sur-Aveyron;45;Loiret;24;Centre-Val de Loire;HR75-F4113000;;;;;;;;F4113000;F4113000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052215;L'AVEYRON A MONTBOUY 1;;687787;6752829;26;RGF93 / Lambert 93;45210;Montbouy;45;Loiret;24;Centre-Val de Loire;HR75;;;;;;;;F4110600;F4110600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;LES CERFS,AMONT PONT ROUTE MONTBOUY-GY LES NONNAINS;0;Nature de la station inconnue;0;;;;
03052245;LE LOING A CONFLANS-SUR-LOING 1;;684036;6760831;26;RGF93 / Lambert 93;45102;Conflans-sur-Loing;45;Loiret;24;Centre-Val de Loire;HR74A;;;;;;;;F4120200;F4--0200;;2;Station qualité située sur un cours d'eau;;2001-07-11;;2019-12-02;;PONT D 293 A CONFLANS,AMONT CONFLUENCE OUANNE;0;Nature de la station inconnue;0;;;;
03052292;Le Vernisson à Boismorand;;679214.2;6741151.2;26;RGF93 / Lambert 93;45036;Boismorand;45;Loiret;24;Centre-Val de Loire;HR80-F4218000;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2016-11-15;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052325;LE VERNISSON A MORMANT-SUR-VERNISSON 2;;680459.15;6761032.21;26;RGF93 / Lambert 93;45216;Mormant-sur-Vernisson;45;Loiret;24;Centre-Val de Loire;HR80-F4218000;;;;;;;;F4218000;F4218000;;2;Station qualité située sur un cours d'eau;;2011-08-19;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052338;LE PUISEAUX A NOGENT-SUR-VERNISSON 1;;678555;6751035;26;RGF93 / Lambert 93;45229;Nogent-sur-Vernisson;45;Loiret;24;Centre-Val de Loire;HR80;;;;;;;;F4210600;F4210600;;2;Station qualité située sur un cours d'eau;;2001-07-11;;2019-12-02;;AMONT DEBOUCHE DU COLLECTEUR;0;Nature de la station inconnue;0;;;;
03052450;LA BÉZONDE A LADON 1;;663344;6766663;26;RGF93 / Lambert 93;45178;Ladon;45;Loiret;24;Centre-Val de Loire;HR82;;;;;;;;F4230400;F42-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT RN 60,AVAL BELLEGARDE;0;Nature de la station inconnue;0;;;;
03052465;LE RU DU PONTS AUX SENINS A VILLEMOUTIERS;;667912.6;6765177.61;26;RGF93 / Lambert 93;45339;Villemoutiers;45;Loiret;24;Centre-Val de Loire;HR82-F4235000;;;;;;;;F4235000;F4235000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052656;L'HUILLARD A CHEVILLON-SUR-HUILLARD 1;;670644;6762553;26;RGF93 / Lambert 93;45092;Chevillon-sur-Huillard;45;Loiret;24;Centre-Val de Loire;HR82-F4240600;;;;;;;;F4240600;F4240600;;2;Station qualité située sur un cours d'eau;;2006-06-12;;2019-12-02;;Pont route entre Presnoy et Marsan;0;Nature de la station inconnue;0;;;;
03052760;LE LIMETIN A CHEVILLON-SUR-HUILLARD 1;;674499;6764235;26;RGF93 / Lambert 93;45092;Chevillon-sur-Huillard;45;Loiret;24;Centre-Val de Loire;HR82-F4259000;;;;;;;;F4259000;F4259000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 963;0;Nature de la station inconnue;0;;;;
03052785;LA BÉZONDE A PANNES 1;;675795;6766983;26;RGF93 / Lambert 93;45247;Pannes;45;Loiret;24;Centre-Val de Loire;HR82;;;;;;;;F4260400;F42-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT ROUTE DE VILLEMANDEUR A PANNES;0;Nature de la station inconnue;0;;;;
03052823;LA MENOTTE A MONTEREAU 1;;668836.81;6751751.19;26;RGF93 / Lambert 93;45213;Montereau;45;Loiret;24;Centre-Val de Loire;HR81B-F4228400;;;;;;;;F4228400;F4228400;;2;Station qualité située sur un cours d'eau;;2011-08-12;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052825;LA TREILLE A LA COUR-MARIGNY 1;;669850;6755099;26;RGF93 / Lambert 93;45112;La Cour-Marigny;45;Loiret;24;Centre-Val de Loire;HR81B-F4228600;;;;;;;;F4228600;F4228600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AVAL BOURG LA COUR MARIGNY 200M AVAL PONT;0;Nature de la station inconnue;0;;;;
03052845;LE RU AUX CERFS A OUSSOY EN GATINAIS;;674275.39;6757119.02;26;RGF93 / Lambert 93;45239;Oussoy-en-Gâtinais;45;Loiret;24;Centre-Val de Loire;HR81B-F4228870;;;;;;;;F4228870;F4228870;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03052895;LE SOLIN A CHALETTE-SUR-LOING 1;;679082;6769469;26;RGF93 / Lambert 93;45068;Châlette-sur-Loing;45;Loiret;24;Centre-Val de Loire;HR81B;;;;;;;;F4228000;F4228000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AV.MONTARGIS, AM.CONFLUENCE & SIPHON SS CANAL DU LOING;0;Nature de la station inconnue;0;;;;
03053000;LE LOING A CHALETTE-SUR-LOING 2;;679995;6770547;26;RGF93 / Lambert 93;45068;Châlette-sur-Loing;45;Loiret;24;Centre-Val de Loire;HR76;;;;;;;;F4220200;F4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PASSERELLE LAVOIR DU PETIT LANCY,AVAL CONFL.BEZONDE;0;Nature de la station inconnue;0;;;;
03053220;LE COURS D'EAU NUMÉRO 01 DE LA GENÊTRE A COURTENAY 1;;705718;6771777;26;RGF93 / Lambert 93;45115;Courtenay;45;Loiret;24;Centre-Val de Loire;HR84-F4282000;;;;;;;;F4282000;F4282000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT RN 60,AMONT BOURG ET AMONT CONFLUENCE EN CLERY;0;Nature de la station inconnue;0;;;;
03053275;RU DE PENSE FOLIE A ST HILAIRE LES ANDRESIS;;699339.62;6772711.99;26;RGF93 / Lambert 93;45281;Saint-Hilaire-les-Andrésis;45;Loiret;24;Centre-Val de Loire;HR84-F4284000;;;;;;;;F4284000;F4284000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03053310;LA CLÉRY A SAINT-LOUP-DE-GONOIS 1;;693650;6773129;26;RGF93 / Lambert 93;45307;La Selle-sur-le-Bied;45;Loiret;24;Centre-Val de Loire;HR84;;;;;;;;F4280600;F4280600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2020-06-08;;La chanteraine;0;Nature de la station inconnue;0;;;;
03053605;RU DES ETANGS DE GALLETAS A BAZOCHES SUR LE BETZ;;700495.25;6781171.49;26;RGF93 / Lambert 93;45026;Bazoches-sur-le-Betz;45;Loiret;24;Centre-Val de Loire;HR88B-F4298350;;;;;;;;F4298350;F4298350;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03053710;LE RUISSEAU DE SAINTE-ROSE A CHEVANNES 1;;689258;6781588;26;RGF93 / Lambert 93;45091;Chevannes;45;Loiret;24;Centre-Val de Loire;HR88B-F4298500;;;;;;;;F4298500;F4298500;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D33 AVAL PERS EN GATINAIS;0;Nature de la station inconnue;0;;;;
03053777;LE COURS D'EAU NUMÉRO 02 DU MOULIN BRÛLÉ A DORDIVES 1;;684933.94;6783646.67;26;RGF93 / Lambert 93;45127;Dordives;45;Loiret;24;Centre-Val de Loire;HR88B-F4299000;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2011-08-12;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03056633;LE RU DE LA FONTAINE DE MONTCORBON A DOUCHY 1;;703885.3;6760474.81;26;RGF93 / Lambert 93;45129;Douchy-Montcorbon;45;Loiret;24;Centre-Val de Loire;HR79-F4161000;;;;;;;;F4161000;F4161000;;2;Station qualité située sur un cours d'eau;;2011-08-19;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03056740;Rû du Cuivre aval;;703597;6758689;26;RGF93 / Lambert 93;45129;Douchy-Montcorbon;45;Loiret;24;Centre-Val de Loire;HR79-F4162000;;;;;;;;;;;2;Station qualité située sur un cours d'eau;;2015-02-06;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03056746;LE RU DES ÉTOITS A TRIGUERES 1;;699576.93;6758102.16;26;RGF93 / Lambert 93;45329;Triguères;45;Loiret;24;Centre-Val de Loire;HR79-F4164000;;;;;;;;F4164000;F4164000;;2;Station qualité située sur un cours d'eau;;2011-08-12;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03057000;L'OUANNE A GY-LES-NONAINS 2;;688537;6760880;26;RGF93 / Lambert 93;45165;Gy-les-Nonains;45;Loiret;24;Centre-Val de Loire;HR79;;;;;;;;F4160400;F41-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2020-07-28;;PONT CD 793,AMONT PONT ,BRAS DROIT;0;Nature de la station inconnue;0;;;;
03057230;RUISSEAU DU RENOIR A BEAUNE LA ROLANDE;;656458.62;6777465.01;26;RGF93 / Lambert 93;45030;Beaune-la-Rolande;45;Loiret;24;Centre-Val de Loire;HR86-F4302000;;;;;;;;F4302000;F4302000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03057340;LE FUSAIN A SCEAUX-DU-GATINAIS 1;;667576;6778838;26;RGF93 / Lambert 93;45303;Sceaux-du-Gâtinais;45;Loiret;24;Centre-Val de Loire;HR86;;;;;;;;F4300400;F43-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT DE LA BRETONNIERE;0;Nature de la station inconnue;0;;;;
03057490;LE MAUREPAS A CORBEILLES 2;;666792;6776370;26;RGF93 / Lambert 93;45103;Corbeilles;45;Loiret;24;Centre-Val de Loire;HR86-F43-0420;;;;;;;;F4330420;F43-0420;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2020-07-20;;PONT DE BREAU,A LA GITARDIERE;0;Nature de la station inconnue;0;;;;
03057640;LE PETIT FUSAIN A SCEAUX-DU-GATINAIS 1;;671206;6778327;26;RGF93 / Lambert 93;45303;Sceaux-du-Gâtinais;45;Loiret;24;Centre-Val de Loire;HR86-F4350600;;;;;;;;F4350600;F4350600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 31;0;Nature de la station inconnue;0;;;;
03057650;RUISSEAU DE SAINT-JEAN A PREFONTAINES;;676943.58;6780280.98;26;RGF93 / Lambert 93;45255;Préfontaines;45;Loiret;24;Centre-Val de Loire;HR87-F4362000;;;;;;;;F4362000;F4362000;;2;Station qualité située sur un cours d'eau;;2012-11-14;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03057720;LE FUSAIN A COURTEMPIERRE 1;;672973;6778972;26;RGF93 / Lambert 93;45114;Courtempierre;45;Loiret;24;Centre-Val de Loire;HR87;;;;;;;;F4360400;F43-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT DE PASSARD A VATTEREAU,PONT RD 31;0;Nature de la station inconnue;0;;;;
03064385;LE RUISSEAU DE LA VARENNE A MAREAU AUX BOIS 1;;639932;6778533;26;RGF93 / Lambert 93;45195;Mareau-aux-Bois;45;Loiret;24;Centre-Val de Loire;HR93A-F4501000;;;;;;;;F4501000;F4501000;;2;Station qualité située sur un cours d'eau;;2014-08-12;;2019-12-02;;AVAL CROISEMENT RD845 ET RD 145;0;Nature de la station inconnue;0;;;;
03065000;L'ESSONNE A BONDAROY 1;;646380;6786220;26;RGF93 / Lambert 93;45038;Bondaroy;45;Loiret;24;Centre-Val de Loire;HR93A;;;;;;;;F4500400;F45-0400;;2;Station qualité située sur un cours d'eau;;2001-08-16;;2019-12-02;;A LA STATION DE JAUGEAGE ,AVAL PITHIVIERS;0;Nature de la station inconnue;0;;;;
03065050;L'ESSONNE A ESTOUY 1;;649821;6787120;26;RGF93 / Lambert 93;45139;Estouy;45;Loiret;24;Centre-Val de Loire;HR93A;;;;;;;;F4500400;F45-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;Moulin de la porte, en aval du pont;0;Nature de la station inconnue;0;;;;
03065250;LE PETITE RIMARDE A CHAMBON LA FORET 1 - lieu de suivi physi;;648444.21;6772641.86;26;RGF93 / Lambert 93;45069;Chambon-la-Forêt;45;Loiret;24;Centre-Val de Loire;HR94-F4511000;;;;;;;;F4511000;F4511000;;2;Station qualité située sur un cours d'eau;;2012-10-03;;2019-12-02;;route de Villeneuve (pont D29);0;Nature de la station inconnue;0;;;;
03065380;LE RUISSEAU DE MARTINVAU A YEVRE LA VILLE 1;;649102;6781575;26;RGF93 / Lambert 93;45348;Yèvre-la-Ville;45;Loiret;24;Centre-Val de Loire;HR94-F4518000;;;;;;;;F4518000;F4518000;;2;Station qualité située sur un cours d'eau;;2012-10-03;;2019-12-02;;Juste avant confluence avec la Fausse Rimarde, après réunion des 2 bras. Sur chemin de Montberneaume à la Faisanderie ;0;Nature de la station inconnue;0;;;;
03065460;LA RIMARDE A YEVRE-LA-VILLE 1;;651487;6785729;26;RGF93 / Lambert 93;45348;Yèvre-la-Ville;45;Loiret;24;Centre-Val de Loire;HR94;;;;;;;;F4510600;F4510600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AVAL YEVRE LE CHATEL, LIEU DIT"MOULIN VAL";0;Nature de la station inconnue;0;;;;
03068100;LA JUINE A AUTRUY-SUR-JUINE 1;;633047;6799439;26;RGF93 / Lambert 93;45015;Autruy-sur-Juine;45;Loiret;24;Centre-Val de Loire;HR95A;;;;;;;;F4560420;F45-0420;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;Sortie immédiate de Juines sur la route reliant Juines à Autruy/Juine;0;Nature de la station inconnue;0;;;;
03186660;LA LOUPE A MEAUCE 1;;553650;6823346;26;RGF93 / Lambert 93;28240;Meaucé;28;Eure-et-Loir;24;Centre-Val de Loire;HR242A;;;;;;;;H4018000;H4018000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 25, AVAL LA LOUPE;0;Nature de la station inconnue;0;;;;
03187000;L'EURE A SAINT-LUPERCE 1;;573650;6817853;26;RGF93 / Lambert 93;28350;Saint-Luperce;28;Eure-et-Loir;24;Centre-Val de Loire;HR242;;;;;;;;H4020200;H4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 125 A HARAUMONT, AMONT ST LUPERCE;0;Nature de la station inconnue;0;;;;
03187600;L'EURE A VER-LES-CHARTRES 1;;587237;6810631;26;RGF93 / Lambert 93;28403;Ver-lès-Chartres;28;Eure-et-Loir;24;Centre-Val de Loire;HR242;;;;;;;;H4030200;H4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AMONT PONT D 127 A LOCHE,BRAS DROIT;0;Nature de la station inconnue;0;;;;
03188590;LA ROGUENETTE A SAINT-PREST 1;;591876;6822131;26;RGF93 / Lambert 93;28358;Saint-Prest;28;Eure-et-Loir;24;Centre-Val de Loire;HR243-H4053000;;;;;;;;H4053000;H4053000;;2;Station qualité située sur un cours d'eau;;2005-11-07;;2019-12-02;;Pont D134;0;Nature de la station inconnue;0;;;;
03189000;L'EURE A JOUY 1;;592820;6824536;26;RGF93 / Lambert 93;28201;Jouy;28;Eure-et-Loir;24;Centre-Val de Loire;HR243;;;;;;;;H4050200;H4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT CD 134;0;Nature de la station inconnue;0;;;;
03189120;LA VOISE A BEVILLE LE COMTE 1;;606008.48;6815761.12;26;RGF93 / Lambert 93;28039;Béville-le-Comte;28;Eure-et-Loir;24;Centre-Val de Loire;HR244;;;;;;;;H4060400;H40-0400;;2;Station qualité située sur un cours d'eau;;2013-01-25;;2019-12-02;;Amont du Pont de la D24;0;Nature de la station inconnue;0;;;;
03189167;LA VOISE A OINVILLE-SOUS-AUNEAU 1;;606952.43;6819441.5;26;RGF93 / Lambert 93;28285;Oinville-sous-Auneau;28;Eure-et-Loir;24;Centre-Val de Loire;HR244;;;;;;;;H4060400;H40-0400;;2;Station qualité située sur un cours d'eau;;2012-11-16;;2019-12-02;;Lieu dit Cossonville Bras droit (naturel) aval pont D122-5;0;Nature de la station inconnue;0;;;;
03189168;LA VALLEE AUX CAILLES A BEVILLE LE COMTE 1;;605805.72;6816689.73;26;RGF93 / Lambert 93;28039;Béville-le-Comte;28;Eure-et-Loir;24;Centre-Val de Loire;HR244-H4061000;;;;;;;;H4061000;H4061000;;2;Station qualité située sur un cours d'eau;;2012-11-16;;2019-12-02;;pont D122-6;0;Nature de la station inconnue;0;;;;
03189210;L'AUNAY A AUNEAU 2;;608119;6820234;26;RGF93 / Lambert 93;28015;Auneau-Bleury-Saint-Symphorien;28;Eure-et-Loir;24;Centre-Val de Loire;HR244-H4064000;;;;;;;;H4064000;H4064000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AVAL AUNEAU, GUE D'EQUILLEMONT,LE CLOS BUISSON;0;Nature de la station inconnue;0;;;;
03189315;LA REMARDE A GALLARDON 1;;603919;6824962;26;RGF93 / Lambert 93;28168;Gallardon;28;Eure-et-Loir;24;Centre-Val de Loire;HR245;;;;;;;;H4070600;H4070600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;AMONT GALLARDON, A MONTBOUET, PONT D 331;0;Nature de la station inconnue;0;;;;
03189328;LE RUISSEAU D'OCRE A GALLARDON 1;;604393.99;6826462.07;26;RGF93 / Lambert 93;28168;Gallardon;28;Eure-et-Loir;24;Centre-Val de Loire;HR244-H4083000;;;;;;;;H4083000;H4083000;;2;Station qualité située sur un cours d'eau;;2012-11-09;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03189395;LA VOISE A HOUX 1;;596914;6832311;26;RGF93 / Lambert 93;28195;Houx;28;Eure-et-Loir;24;Centre-Val de Loire;HR244;;;;;;;;H4080400;H40-0400;;2;Station qualité située sur un cours d'eau;;2005-11-07;;2019-12-02;;Saint Mamert, Pont D328-10, bras droit;0;Nature de la station inconnue;0;;;;
03189398;LE RUISSEAU DE GAS A HOUX 1;;598584.92;6829882.95;26;RGF93 / Lambert 93;28195;Houx;28;Eure-et-Loir;24;Centre-Val de Loire;HR244-H4084000;;;;;;;;H4084000;H4084000;;2;Station qualité située sur un cours d'eau;;2012-11-09;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03189545;LA GUÉVILLE A EPERNON 1;;603327;6835433;26;RGF93 / Lambert 93;28140;Épernon;28;Eure-et-Loir;24;Centre-Val de Loire;HR247A;;;;;;;;H4116000;H4116000;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2020-07-28;;Localisation actuelle (DREAL) : Lieu dit de la fontaine des 4 pisseuses (les prélèvements ont toujours été faits là) Ancienne localisation (fausse) :DERNIER PONT SUR LA GUEVILLE,EN;0;Nature de la station inconnue;0;;;;
03189652;LE RUISSEAU D'HOUDREVILLE A HANCHES 1;;601737;6833929;26;RGF93 / Lambert 93;28191;Hanches;28;Eure-et-Loir;24;Centre-Val de Loire;HR249-H4131000;;;;;;;;H4131000;H4131000;;2;Station qualité située sur un cours d'eau;;2008-05-14;;2019-12-02;;D328.3en amont de la confluence avec la Drouette La route est RD du ruisseau (de l'autre côté coule un bras de la Drouette);0;Nature de la station inconnue;0;;;;
03189675;LA DROUETTE A SAINT-MARTIN-DE-NIGELLES 1;;598687;6835663;26;RGF93 / Lambert 93;28352;Saint-Martin-de-Nigelles;28;Eure-et-Loir;24;Centre-Val de Loire;HR249;;;;;;;;H4130400;H41-0400;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONCEAUX, AMONT PONT D 101;0;Nature de la station inconnue;0;;;;
03189900;LA MALTORNE A COULOMBS 1;;593770;6841261;26;RGF93 / Lambert 93;28113;Coulombs;28;Eure-et-Loir;24;Centre-Val de Loire;HR250;;;;;;;;H4150600;H4150600;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 983;0;Nature de la station inconnue;0;;;;
03189915;LE RUISSEAU DE BEAUDEVAL A FAVEROLLES 1;;593903.29;6843398.44;26;RGF93 / Lambert 93;28146;Faverolles;28;Eure-et-Loir;24;Centre-Val de Loire;HR250-H4157000;;;;;;;;H4157000;H4157000;;2;Station qualité située sur un cours d'eau;;2012-01-17;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03189975;L'EURE A VILLEMEUX-SUR-EURE 1;;585838;6843888;26;RGF93 / Lambert 93;28415;Villemeux-sur-Eure;28;Eure-et-Loir;24;Centre-Val de Loire;HR246A;;;;;;;;H4160200;H4--0200;;2;Station qualité située sur un cours d'eau;;2001-08-08;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03190080;L'EURE A MONTREUIL 1;;580955;6854184;26;RGF93 / Lambert 93;28267;Montreuil;28;Eure-et-Loir;24;Centre-Val de Loire;HR246A;;;;;;;;H4200200;H4--0200;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D116, AVAL DREUX;0;Nature de la station inconnue;0;;;;
03190735;LA VESGRE A SAINT-LUBIN-DE-LA-HAYE 1;;594480;6858344;26;RGF93 / Lambert 93;28347;Saint-Lubin-de-la-Haye;28;Eure-et-Loir;24;Centre-Val de Loire;HR257;;;;;;;;H4280410;H42-0410;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;RICHEVILLE, PONT D 147;0;Nature de la station inconnue;0;;;;
03190790;LA VESGRE A OULINS 1;;587495;6864087;26;RGF93 / Lambert 93;28293;Oulins;28;Eure-et-Loir;24;Centre-Val de Loire;HR257;;;;;;;;H4280410;H42-0410;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 928,AMONT CONFLUENCE EN EURE;0;Nature de la station inconnue;0;;;;
03193298;LE RUISSEAU DE SAINT-CYR A LOUVILLIERS-LES-PERCHE 1;;557162.44;6835716.85;26;RGF93 / Lambert 93;28217;Louvilliers-lès-Perche;28;Eure-et-Loir;24;Centre-Val de Loire;HR251-H4173000;;;;;;;;H4173000;H4173000;;2;Station qualité située sur un cours d'eau;;2012-11-16;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03193448;LE RUISSEAU DE SAINT-MARTIN A MAILLEBOIS 1;;565192.47;6838198.28;26;RGF93 / Lambert 93;28226;Maillebois;28;Eure-et-Loir;24;Centre-Val de Loire;HR251-H4179000;;;;;;;;H4179000;H4179000;;2;Station qualité située sur un cours d'eau;;2012-11-09;;2019-12-02;;non renseignÃ©;0;Nature de la station inconnue;0;;;;
03193510;LA BLAISE A MAILLEBOIS 1;;562401;6838217;26;RGF93 / Lambert 93;28226;Maillebois;28;Eure-et-Loir;24;Centre-Val de Loire;HR251;;;;;;;;H4170410;H41-0410;;2;Station qualité située sur un cours d'eau;;2000-11-16;;2019-12-02;;Pont de la ferme des Moulins - AVAL DAMPIERRE;0;Nature de la station inconnue;0;;;;
03193520;LA BLAISE A SAINT-ANGE-ET-TORCAY 1;;570167.8;6840363.24;26;RGF93 / Lambert 93;28323;Saint-Ange-et-Torçay;28;Eure-et-Loir;24;Centre-Val de Loire;HR251A;;;;;;;;H4180410;H41-0410;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;GUE DE LA FORGE,EN CONTREBAS DE LA D 310;0;Nature de la station inconnue;0;;;;
03193880;LA BLAISE A GARNAY 1;;578170;6846062;26;RGF93 / Lambert 93;28171;Garnay;28;Eure-et-Loir;24;Centre-Val de Loire;HR251A;;;;;;;;H4180410;H41-0410;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT D 11 rue de Volhard;0;Nature de la station inconnue;0;;;;
03194080;LE BRAS DE L'ÉCLUSE A MONTREUIL 1;;582525;6852733;26;RGF93 / Lambert 93;28267;Montreuil;28;Eure-et-Loir;24;Centre-Val de Loire;HR251A;;;;;;;;H4189801;H4189801;;2;Station qualité située sur un cours d'eau;;2010-03-08;;2019-12-02;;PONT RUE DU MOULIN DE BARBASSE, AVAL DREUX,BRAS GAUCHE;0;Nature de la station inconnue;0;;;;
